time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1708	-6.90974	4.7643	2.37336	-0.522147	radar	1.99445	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3329	-6.6572	4.8438	2.31738	-0.552315	lidar	3.30377	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5001	-6.48079	4.8366	2.28497	-0.567303	radar	3.50777	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5985	-6.3413	4.72722	2.25826	-0.567785	lidar	5.30585	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.739	-6.15248	4.72485	2.22683	-0.571352	radar	0.315125	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9219	-5.9473	4.78464	2.2035	-0.564597	lidar	2.702	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0526	-5.74263	4.79077	2.17235	-0.564868	radar	1.86179	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1853	-5.57062	4.75794	2.15175	-0.557572	lidar	0.32962	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3383	-5.3849	4.77123	2.14415	-0.522592	radar	1.31309	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4822	-5.15995	4.81534	2.11668	-0.523091	lidar	0.626609	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6136	-4.98262	4.79485	2.11239	-0.483912	radar	6.41211	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7272	-4.80967	4.74501	2.09448	-0.478285	lidar	0.554091	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8482	-4.60397	4.75126	2.0762	-0.466599	radar	0.243349	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9603	-4.36039	4.79662	2.04473	-0.474368	lidar	0.538349	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0699	-4.13965	4.79383	2.00279	-0.519098	radar	11.0395	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1614	-3.85571	4.87796	1.96094	-0.534374	lidar	2.01982	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2356	-3.6185	4.87449	1.9112	-0.582028	radar	3.56785	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2649	-3.35164	4.89327	1.86011	-0.604399	lidar	4.41137	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3145	-3.10697	4.89527	1.81488	-0.63191	radar	0.559248	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3392	-2.87191	4.87334	1.77408	-0.641833	lidar	1.43935	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3969	-2.64508	4.86143	1.75102	-0.628225	radar	1.39118	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4731	-2.4913	4.75273	1.7433	-0.606946	lidar	5.77966	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.528	-2.25617	4.76107	1.72576	-0.583143	radar	0.974408	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5779	-2.05983	4.70923	1.70665	-0.574221	lidar	1.20771	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6087	-1.82368	4.71314	1.68639	-0.553468	radar	1.99634	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6067	-1.57482	4.72623	1.64846	-0.563656	lidar	1.13535	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.604	-1.34468	4.71419	1.60691	-0.589258	radar	1.68773	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6075	-1.11781	4.70055	1.57755	-0.589464	lidar	0.0404723	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6366	-0.89323	4.69074	1.56203	-0.571788	radar	5.14486	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6475	-0.642576	4.71914	1.53846	-0.566001	lidar	0.540725	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6351	-0.400776	4.73279	1.50098	-0.587882	radar	2.25827	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5899	-0.10722	4.81947	1.46101	-0.596751	lidar	2.63308	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5704	0.132185	4.82328	1.43179	-0.600865	radar	2.75625	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5468	0.423331	4.90602	1.40643	-0.594156	lidar	1.67608	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5343	0.661186	4.89362	1.39683	-0.560096	radar	1.78934	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5264	0.942145	4.95552	1.38302	-0.544293	lidar	3.01071	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4885	1.20067	4.96826	1.37518	-0.501188	radar	7.20167	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4311	1.43815	4.96041	1.3478	-0.503683	lidar	0.0709551	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3925	1.65708	4.91802	1.33543	-0.480324	radar	8.42239	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.337	1.86889	4.87656	1.31163	-0.480875	lidar	0.371095	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2693	2.10026	4.87389	1.28409	-0.488356	radar	0.213566	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2067	2.2945	4.81297	1.26015	-0.4889	lidar	0.824068	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1441	2.52202	4.80005	1.24893	-0.462095	radar	0.857046	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.065	2.76375	4.82313	1.22689	-0.460636	lidar	0.112196	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9706	2.98693	4.8351	1.18728	-0.497395	radar	2.81528	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.869	3.2645	4.92023	1.16508	-0.493296	lidar	1.51922	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7862	3.49417	4.92233	1.14602	-0.488591	radar	2.14845	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6804	3.69598	4.89161	1.11852	-0.492247	lidar	0.231324	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5639	3.90405	4.88163	1.08819	-0.501472	radar	1.1291	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4968	4.0848	4.80967	1.07442	-0.49128	lidar	3.83019	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3737	4.28713	4.80309	1.0456	-0.497581	radar	0.605186	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2143	4.50495	4.83869	1.01075	-0.507114	lidar	2.00217	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0638	4.7013	4.82679	0.986053	-0.493978	radar	8.93553	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9455	4.89533	4.80914	0.965828	-0.489751	lidar	0.443142	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7896	5.0864	4.81086	0.936089	-0.49362	radar	2.30223	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6216	5.2997	4.85539	0.908441	-0.495714	lidar	0.910482	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4498	5.4785	4.87042	0.866342	-0.527381	radar	0.945518	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2632	5.65126	4.87472	0.829752	-0.537824	lidar	1.22792	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0974	5.81338	4.86515	0.794126	-0.55594	radar	3.23262	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9239	5.97384	4.85192	0.763586	-0.559119	lidar	0.0579455	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7798	6.15866	4.80398	0.769357	-0.493972	radar	4.6953	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6125	6.31417	4.78626	0.744186	-0.494942	lidar	0.0976386	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4636	6.48753	4.75861	0.739329	-0.461465	radar	1.86271	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2387	6.70889	4.87724	0.721038	-0.453466	lidar	4.27805	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0437	6.85067	4.85576	0.69539	-0.450092	radar	5.56333	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8299	7.02319	4.90229	0.671819	-0.45013	lidar	1.01501	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6182	7.15861	4.91103	0.636746	-0.468808	radar	1.49318	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4331	7.30375	4.89936	0.61703	-0.465202	lidar	0.304117	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2041	7.43108	4.94869	0.570307	-0.509727	radar	2.52072	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0228	7.5931	4.95357	0.560849	-0.49294	lidar	2.13022	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8388	7.76253	4.93557	0.566491	-0.443166	radar	5.82986	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6309	7.90514	4.94694	0.548695	-0.438344	lidar	0.086378	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4405	8.03952	4.91952	0.53812	-0.420163	radar	1.68355	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.215	8.07673	4.84686	0.485839	-0.454396	lidar	4.4208	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0237	8.22987	4.81179	0.498095	-0.392803	radar	6.49119	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8448	8.38119	4.81113	0.497855	-0.372355	lidar	3.16829	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6038	8.49277	4.86445	0.46578	-0.397539	radar	4.32834	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3543	8.6302	4.92858	0.450979	-0.391003	lidar	1.36056	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1561	8.76072	4.88789	0.456666	-0.346355	radar	1.98142	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9567	8.86227	4.85972	0.441233	-0.34485	lidar	0.602276	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7578	8.98134	4.81974	0.444006	-0.308487	radar	1.56026	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5352	9.05345	4.7994	0.41717	-0.320821	lidar	0.566653	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2956	9.16083	4.8424	0.399357	-0.326723	radar	4.42086	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0095	9.25216	4.91788	0.373319	-0.335878	lidar	5.94836	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7928	9.33579	4.90145	0.355916	-0.338166	radar	1.67521	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5375	9.43844	4.94781	0.342661	-0.333605	lidar	0.762808	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2724	9.46988	4.99019	0.289632	-0.392042	radar	5.73084	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9809	9.60068	5.10216	0.286892	-0.372358	lidar	3.41254	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7358	9.69237	5.08723	0.286016	-0.339111	radar	2.89195	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4607	9.80133	5.15429	0.280603	-0.325694	lidar	1.19152	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2127	9.87842	5.16199	0.266489	-0.324445	radar	0.456604	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9406	10.0024	5.23052	0.270039	-0.30238	lidar	1.44999	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6854	10.0701	5.23441	0.254489	-0.302911	radar	0.056654	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4375	10.1768	5.25431	0.255936	-0.28511	lidar	1.31774	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1801	10.2458	5.26783	0.240717	-0.289542	radar	0.529883	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.945	10.27	5.21723	0.214129	-0.302948	lidar	0.68835	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6968	10.3362	5.20261	0.208335	-0.286816	radar	0.288814	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4757	10.3293	5.12292	0.174227	-0.30879	lidar	1.7555	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1802	10.3537	5.21188	0.137385	-0.348962	radar	7.82059	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9198	10.4086	5.22624	0.127907	-0.340219	lidar	0.250704	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6757	10.445	5.15851	0.127703	-0.301017	radar	6.51415	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4328	10.4108	5.10895	0.0882131	-0.328179	lidar	2.14385	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1723	10.4365	5.11258	0.075484	-0.321098	radar	0.57043	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8673	10.5854	5.23961	0.109174	-0.26472	lidar	7.91247	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6121	10.6476	5.2091	0.122079	-0.218108	radar	2.24426	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3617	10.6458	5.18425	0.0988525	-0.23182	lidar	0.527639	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0985	10.6721	5.19514	0.0872095	-0.232897	radar	0.201213	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8429	10.7652	5.21946	0.103455	-0.202456	lidar	4.05813	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5778	10.817	5.22586	0.10746	-0.18096	radar	1.46146	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3429	10.783	5.16698	0.0754334	-0.206149	lidar	1.88196	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0858	10.8209	5.15459	0.0790719	-0.181657	radar	0.68729	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8385	10.884	5.1574	0.0868958	-0.163458	lidar	2.12258	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5618	10.9053	5.18513	0.0787836	-0.162711	radar	2.64509	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3324	10.9192	5.14168	0.06882	-0.164906	lidar	0.838745	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.068	10.8535	5.19612	0.00262277	-0.266165	radar	9.57325	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7773	10.826	5.2324	-0.0208044	-0.276692	lidar	2.71657	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5216	10.8225	5.22234	-0.0323718	-0.272955	radar	0.176138	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2882	10.817	5.18395	-0.0445709	-0.271821	lidar	1.0179	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0396	10.8714	5.12229	-0.0124319	-0.192461	radar	6.66479	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77923	10.9174	5.14184	-0.00263113	-0.171162	lidar	2.07467	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54772	10.8989	5.09484	-0.0161521	-0.173927	radar	3.99864	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28728	10.9241	5.11096	-0.0131343	-0.161194	lidar	0.704536	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.04119	10.9053	5.08355	-0.0230527	-0.1575	radar	2.65441	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77722	10.9355	5.10693	-0.0165929	-0.142022	lidar	1.03453	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53697	10.8937	5.07371	-0.0369463	-0.154643	radar	6.40909	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36865	10.8162	4.93285	-0.0725362	-0.18491	lidar	5.36003	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.11755	10.8288	4.92699	-0.0625769	-0.153893	radar	1.52452	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78527	10.8719	5.0673	-0.0444713	-0.125392	lidar	5.23112	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52316	10.8729	5.0632	-0.036495	-0.0970405	radar	2.14807	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24834	10.8598	5.09564	-0.041811	-0.0974287	lidar	0.562344	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00965	10.8936	5.04839	-0.0150218	-0.0416477	radar	3.99439	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
