time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.57428	18.838	4.95054	3.79468	0.458823	radar	1.4908	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39718	18.7063	4.91514	3.8151	0.456884	lidar	1.12379	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21608	18.5639	4.8707	3.8303	0.440431	radar	1.34053	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09166	18.4089	4.78996	3.86762	0.45894	lidar	2.00537	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9059	18.2367	4.87041	3.90487	0.493484	radar	7.24996	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65034	18.0951	4.9525	3.89801	0.456855	lidar	2.6397	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48877	17.9443	4.88479	3.91203	0.43772	radar	3.39203	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26192	17.7771	4.94653	3.91696	0.417598	lidar	1.18411	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08113	17.5936	4.99502	3.94627	0.437534	radar	2.38108	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90316	17.4757	4.95333	3.94731	0.415567	lidar	6.1537	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75864	17.2599	4.99909	3.99619	0.460922	radar	3.15858	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58363	17.074	5.01085	4.01391	0.454821	lidar	0.0639877	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42109	16.9076	4.94272	4.01868	0.421911	radar	2.08896	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25723	16.7352	4.93506	4.03199	0.413494	lidar	0.513506	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08378	16.5395	4.92892	4.04084	0.391459	radar	4.98934	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92842	16.3092	4.96584	4.06863	0.399758	lidar	2.24744	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77342	16.1329	4.92085	4.07399	0.375458	radar	1.06415	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56891	15.9641	4.95551	4.06441	0.343375	lidar	1.79239	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44005	15.7335	5.00784	4.10444	0.380173	radar	2.00475	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26734	15.5154	5.05148	4.11509	0.370097	lidar	0.807453	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11172	15.3224	5.03722	4.12151	0.353216	radar	0.994879	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.900054	15.1036	5.11865	4.11484	0.324737	lidar	2.42321	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.755355	14.9231	5.05346	4.11578	0.298292	radar	2.54356	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.652501	14.7088	5.02132	4.14531	0.314988	lidar	0.462465	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.538936	14.468	5.06472	4.18068	0.345423	radar	1.72959	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.364992	14.2456	5.11333	4.18118	0.325998	lidar	0.876267	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.24125	13.9939	5.19856	4.21556	0.360229	radar	3.05316	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.225244	13.746	5.12123	4.27701	0.40997	lidar	3.74442	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.120533	13.5032	5.16433	4.30426	0.424029	radar	0.999455	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0451599	13.2721	5.21269	4.2987	0.392791	lidar	1.373	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.162453	13.0538	5.16588	4.3036	0.368896	radar	1.11227	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.168091	12.8286	5.07629	4.35749	0.411156	lidar	3.45872	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.28501	12.6033	5.03594	4.35745	0.378756	radar	3.46886	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.403425	12.3675	5.05928	4.36272	0.362554	lidar	0.345472	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.524931	12.1589	5.02202	4.35716	0.330068	radar	3.80194	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.602761	11.9398	4.99699	4.37426	0.331294	lidar	0.531524	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.726624	11.7116	4.99817	4.3691	0.30234	radar	2.8244	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.920886	11.4671	5.0832	4.3382	0.247811	lidar	4.28961	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.0231	11.2422	5.02593	4.3359	0.219536	radar	2.93784	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.19921	11.0142	5.07623	4.31029	0.177091	lidar	2.44155	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28005	10.7687	5.11398	4.335	0.204386	radar	1.22793	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41001	10.5144	5.15981	4.33208	0.189013	lidar	0.944548	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49834	10.252	5.21052	4.35248	0.208343	radar	1.37123	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59658	10.0418	5.17477	4.35534	0.200301	lidar	2.02226	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68495	9.8125	5.14346	4.36127	0.192119	radar	0.541888	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76003	9.59238	5.10833	4.37324	0.195192	lidar	0.81196	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87029	9.34033	5.165	4.37798	0.195492	radar	2.56487	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.95313	9.04785	5.22458	4.39382	0.201595	lidar	4.03195	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03865	8.82547	5.16856	4.39345	0.182592	radar	1.87026	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13532	8.57334	5.18864	4.39644	0.175399	lidar	0.163097	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.2636	8.31918	5.2286	4.38509	0.150968	radar	2.88159	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31067	8.08614	5.18492	4.40589	0.166456	lidar	0.76729	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37353	7.87378	5.12003	4.41412	0.163767	radar	5.503	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48738	7.62214	5.15666	4.40678	0.145841	lidar	0.74639	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64915	7.38772	5.15727	4.36709	0.07712	radar	5.8262	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75355	7.13136	5.18766	4.36518	0.0703367	lidar	0.3686	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81564	6.8971	5.1718	4.38292	0.0931569	radar	1.60337	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85746	6.68972	5.09233	4.40028	0.107769	lidar	2.47016	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.92146	6.46848	5.01826	4.39838	0.0849311	radar	4.04088	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.97648	6.2322	4.99854	4.41114	0.0944514	lidar	0.31814	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.09463	5.98457	5.04914	4.40044	0.0791553	radar	3.47912	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17814	5.71	5.10024	4.40509	0.0795202	lidar	1.69718	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.2876	5.46304	5.10224	4.38574	0.0383734	radar	2.3478	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38459	5.20121	5.14208	4.3836	0.0337247	lidar	0.621772	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45277	4.95549	5.14297	4.39538	0.0507228	radar	0.197452	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56793	4.67665	5.21986	4.38789	0.0398659	lidar	2.20998	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67799	4.4237	5.22867	4.36861	-1.54324e-05	radar	2.30147	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.81132	4.1518	5.30349	4.35475	-0.0143622	lidar	2.61702	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89207	3.91134	5.29066	4.36435	0.00653679	radar	1.162	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96393	3.67911	5.25104	4.36921	0.0107286	lidar	0.664297	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06549	3.47353	5.19068	4.35156	-0.0225616	radar	4.22331	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15635	3.22903	5.19274	4.35095	-0.022002	lidar	0.00604834	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27278	2.97395	5.22782	4.33582	-0.0473871	radar	0.825379	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36258	2.70003	5.27018	4.33958	-0.0401553	lidar	1.27834	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44959	2.45058	5.26975	4.34417	-0.0284941	radar	0.168387	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55426	2.18566	5.30869	4.34258	-0.027447	lidar	0.645258	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66432	1.95347	5.29788	4.31877	-0.0762822	radar	4.12266	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77978	1.6798	5.35667	4.31572	-0.0732045	lidar	1.53012	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90394	1.4299	5.38309	4.29898	-0.098108	radar	0.59144	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96289	1.19665	5.32115	4.30587	-0.0887635	lidar	4.93183	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05847	0.979933	5.26536	4.30229	-0.0854224	radar	1.12855	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11922	0.748292	5.21449	4.30859	-0.0768665	lidar	3.92599	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21349	0.453581	5.30478	4.31378	-0.0703555	radar	5.20412	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28831	0.213626	5.27646	4.31734	-0.064156	lidar	1.515	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39787	-0.0207263	5.25287	4.31898	-0.0453352	radar	5.89917	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46908	-0.25858	5.22467	4.32412	-0.0385969	lidar	1.5991	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58917	-0.441371	5.15032	4.30006	-0.0713833	radar	3.89023	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72533	-0.626027	5.09141	4.27525	-0.0980897	lidar	2.76929	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84004	-0.85512	5.12635	4.25536	-0.134125	radar	5.514	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93557	-1.12344	5.17461	4.26349	-0.114822	lidar	1.37911	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02455	-1.39149	5.21607	4.27294	-0.0965365	radar	2.75145	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16281	-1.59882	5.18984	4.25283	-0.115537	lidar	1.13537	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30597	-1.83723	5.26845	4.22478	-0.162783	radar	4.19545	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41215	-2.08655	5.28308	4.22669	-0.15028	lidar	0.439579	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56324	-2.28985	5.24995	4.20432	-0.16701	radar	3.14721	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71257	-2.49895	5.23424	4.18419	-0.181694	lidar	0.532867	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86819	-2.71231	5.23962	4.16282	-0.199112	radar	1.18049	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96112	-2.98038	5.27582	4.17962	-0.165553	lidar	2.3585	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09005	-3.20407	5.2525	4.17546	-0.156501	radar	0.259924	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21483	-3.39851	5.20461	4.16227	-0.164697	lidar	1.41452	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36101	-3.64664	5.24492	4.15901	-0.156765	radar	4.43471	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51969	-3.78492	5.14591	4.12073	-0.196759	lidar	4.95621	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66432	-3.99423	5.15344	4.1081	-0.202702	radar	0.478364	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81899	-4.22221	5.17989	4.10045	-0.19891	lidar	0.499195	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97009	-4.44055	5.18669	4.0926	-0.195443	radar	0.386857	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13189	-4.67825	5.22791	4.08755	-0.188609	lidar	1.21289	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27166	-4.88057	5.15341	4.08675	-0.169269	radar	2.50829	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40456	-5.09885	5.1531	4.08742	-0.158175	lidar	0.27437	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55124	-5.26536	5.05853	4.07339	-0.160184	radar	3.92381	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74174	-5.46405	5.08168	4.05145	-0.176584	lidar	1.75012	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90105	-5.66065	5.06803	4.04197	-0.175773	radar	0.324741	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05818	-5.84673	5.05391	4.02997	-0.179924	lidar	0.136141	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19729	-6.00271	4.95444	4.01931	-0.178229	radar	6.14848	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37502	-6.10586	4.8705	3.97742	-0.219438	lidar	4.76673	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55065	-6.28839	4.88223	3.96357	-0.222662	radar	0.925992	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69115	-6.49646	4.89472	3.97081	-0.200367	lidar	0.531036	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91255	-6.65776	4.95641	3.93414	-0.235518	radar	7.05885	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1157	-6.8221	4.96804	3.90951	-0.250713	lidar	0.665211	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3004	-6.98432	4.98285	3.89133	-0.258945	radar	1.02885	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5299	-7.16475	5.03494	3.86755	-0.270986	lidar	3.64627	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7351	-7.30732	5.03776	3.84056	-0.287916	radar	1.90474	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9813	-7.46891	5.08642	3.81009	-0.306218	lidar	3.59173	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1698	-7.60902	5.04043	3.7932	-0.307949	radar	1.25776	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3201	-7.76287	4.9944	3.79417	-0.289301	lidar	3.10915	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5153	-7.89001	4.95981	3.77276	-0.297771	radar	1.80443	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6958	-7.99438	4.9045	3.74922	-0.309022	lidar	3.05921	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8886	-8.10764	4.82437	3.72708	-0.316987	radar	1.79507	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1037	-8.19837	4.8048	3.69219	-0.339847	lidar	0.738241	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3301	-8.32738	4.8918	3.67253	-0.341965	radar	2.7365	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5341	-8.40804	4.85234	3.64167	-0.358885	lidar	1.83156	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.739	-8.49507	4.78071	3.61394	-0.372115	radar	1.71146	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0172	-8.58425	4.84113	3.57165	-0.398836	lidar	4.2429	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2657	-8.68548	4.90493	3.54744	-0.401695	radar	2.80452	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4878	-8.73212	4.87094	3.50886	-0.424045	lidar	1.91386	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7026	-8.7746	4.77817	3.46923	-0.450339	radar	3.77292	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9302	-8.88381	4.79793	3.46118	-0.433034	lidar	0.890485	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.182	-8.97521	4.89566	3.44749	-0.417782	radar	2.93688	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4063	-9.08575	4.90171	3.44535	-0.39583	lidar	0.649168	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6353	-9.15684	4.88036	3.42542	-0.397471	radar	0.273496	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9214	-9.15497	4.91961	3.36665	-0.441948	lidar	2.08322	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1799	-9.22817	4.95561	3.35093	-0.433412	radar	4.52821	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4454	-9.34233	5.0063	3.35389	-0.404008	lidar	5.34247	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6878	-9.37214	4.95023	3.31974	-0.426476	radar	2.08266	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9457	-9.45595	4.97981	3.31495	-0.406879	lidar	2.13587	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1966	-9.46586	4.95393	3.2771	-0.431042	radar	2.29952	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4482	-9.46014	4.95544	3.23877	-0.450351	lidar	0.525592	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6657	-9.4605	4.89151	3.20737	-0.465161	radar	5.16537	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9495	-9.44566	4.94278	3.16735	-0.483511	lidar	1.51091	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.202	-9.50407	4.97703	3.17109	-0.446325	radar	7.85521	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4625	-9.52179	4.99412	3.15351	-0.440647	lidar	0.501772	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7199	-9.5114	4.98531	3.12259	-0.455012	radar	1.69607	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9748	-9.47909	4.99468	3.08861	-0.467644	lidar	0.200877	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2183	-9.44212	4.96589	3.05172	-0.488984	radar	0.716934	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4203	-9.48701	4.89547	3.06024	-0.452736	lidar	2.26402	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6566	-9.47417	4.90368	3.04627	-0.438019	radar	1.70066	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9053	-9.46508	4.90784	3.03162	-0.429751	lidar	0.269799	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1355	-9.4271	4.90575	3.00992	-0.426293	radar	3.95135	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3815	-9.30821	4.93036	2.95202	-0.467324	lidar	3.02837	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6145	-9.23323	4.90393	2.91186	-0.493621	radar	1.14998	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8669	-9.11003	4.94448	2.85947	-0.524176	lidar	1.36841	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1044	-9.00894	4.9587	2.82132	-0.53668	radar	4.97081	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.277	-9.13589	4.78917	2.88091	-0.443336	lidar	14.6159	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5159	-9.09373	4.80169	2.87128	-0.425666	radar	1.56198	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7374	-8.9978	4.80302	2.83725	-0.439859	lidar	0.710204	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9794	-8.91702	4.81853	2.81139	-0.446392	radar	2.45617	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1755	-8.84877	4.77088	2.7925	-0.443202	lidar	1.29476	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4086	-8.76129	4.77609	2.76641	-0.451557	radar	1.92177	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.601	-8.73594	4.70158	2.7686	-0.425039	lidar	1.7651	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7919	-8.59544	4.65254	2.70934	-0.485505	radar	6.58688	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9952	-8.51856	4.62979	2.69404	-0.475854	lidar	0.191294	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2046	-8.41128	4.65053	2.67398	-0.464615	radar	1.96619	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4362	-8.31231	4.67782	2.65689	-0.457532	lidar	1.22437	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6271	-8.19688	4.65152	2.62653	-0.47131	radar	0.922811	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8658	-7.9559	4.79097	2.55807	-0.518472	lidar	5.98103	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0562	-7.80723	4.76514	2.51187	-0.55843	radar	3.65648	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2852	-7.62935	4.84121	2.47628	-0.565419	lidar	2.25715	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4849	-7.48913	4.86326	2.46507	-0.532713	radar	1.65835	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6511	-7.34512	4.82874	2.43877	-0.53304	lidar	0.662642	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8421	-7.18495	4.84712	2.41676	-0.522921	radar	0.899999	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0031	-7.09161	4.75908	2.41152	-0.502523	lidar	2.05072	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
